agency_cd,site_no,measurement_nu,measurement_dt,tz_cd,q_meas_used_fg,party_nm,site_visit_coll_agency_cd,gage_height_va,discharge_va,current_rating_nu,shift_adj_va,diff_from_rating_pc,measured_rating_diff,gage_va_change,gage_va_time,control_type_cd,discharge_cd,chan_nu,chan_name,meas_type,streamflow_method,velocity_method,chan_discharge,chan_width,chan_area,chan_velocity,chan_stability,chan_material,chan_evenness,long_vel_desc,horz_vel_desc,vert_vel_desc,chan_loc_cd,chan_loc_dist
USGS,8158810,199,04/05/05 12:56 PM,CDT,Yes,VC /RAS,USGS,2.68,6.36,4,-0.16,-0.8,FAIR,0,1,CLER,MEAS,1,Unspecified,WADE,QUNSP,,6.36,18,16.9,0.38,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,200,05/26/05 01:42 PM,CDT,Yes,LDR/RAS,USGS,2.45,0.88,4,-0.22,3.5,POOR,0,0.5,CLER,MEAS,1,Unspecified,WADE,QUNSP,,0.88,7.5,1.69,0.52,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,201,07/13/05 12:08 PM,CDT,Yes,RAS/LDR,USGS,2.17,0.002,4,-0.17,-75,POOR,0,0.1,MDDB,MEAS,1,Unspecified,OTHR,Q-EST,,0.002,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,202,09/06/05 01:21 PM,CDT,Yes,RAS/LDR,USGS,2.19,0.01,4,-0.19,25,POOR,0,1,,UNSP,1,Unspecified,UNSP,,,0.01,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,203,10/13/05 10:14 AM,CDT,Yes,LDR,USGS,2.06,0,4,0,0,EXCL,0,0.5,CLER,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,204,12/12/05 11:21 AM,CST,Yes,VMC/LDR,USGS,1.62,0,,,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,205,02/07/06 11:10 AM,CST,Yes,C/G/W,USGS,1.94,0,,,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,206,03/16/06 10:30 AM,CST,Yes,LDR/MMC,USGS,2.25,0.01,4,-0.25,25,POOR,0,0.25,CLER,MEAS,1,Unspecified,OTHR,Q-EST,,0.01,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,207,03/20/06 10:34 AM,CST,Yes,RAS,USGS,2.72,7.08,4,-0.18,0.3,FAIR,-0.02,0.67,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,7.08,20.5,23.2,0.31,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,208,03/28/06 03:02 PM,CST,Yes,LDR,USGS,3,26.9,4,-0.09,-0.4,GOOD,-0.05,0.6,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,26.9,19.5,17.6,1.53,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,209,04/04/06 09:58 AM,CDT,Yes,VMC,USGS,2.44,0.6,4,-0.25,3.4,UNSP,0,0.3,LGDB,MEAS,1,Unspecified,WADE,QUNSP,,0.6,5.2,1.95,0.31,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,210,05/30/06 10:51 AM,CDT,Yes,VMC/LDR,USGS,2.44,0.582,4,-0.25,3.4,POOR,0,0.5,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,0.582,3.4,1.21,0.48,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,211,08/02/06 10:53 AM,CDT,Yes,JWS/JSB,USGS,2.05,0,4,,,EXCL,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,212,10/04/06 11:35 AM,CDT,Yes,MLG/LDR,USGS,,0,4,,,EXCL,0,1,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,213,11/30/06 09:15 AM,CST,Yes,JWS,USGS,,0,4,,,UNSP,,,,UNSP,1,Unspecified,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,214,01/04/07 09:41 AM,CST,Yes,JWS,USGS,2.71,2.89,4,-0.33,1,POOR,-0.02,0.3,HVDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,2.89,7.6,4.91,0.59,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,215,01/19/07 11:59 AM,CST,Yes,JWS,USGS,2.82,11.7,4,-0.16,-0.85,GOOD,-0.01,1,MDDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,11.7,26.7,17.2,0.68,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,216,03/20/07 11:35 AM,CDT,Yes,JWS,USGS,2.88,15,4,-0.16,2,FAIR,0,1,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,15,27.1,28.3,0.53,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,217,05/03/07 11:20 AM,CDT,Yes,KCW,USGS,3.44,65.3,4,-0.13,-0.47,FAIR,-0.02,0.5,LGDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,65.3,43,59.7,1.09,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,218,05/22/07 11:50 AM,CDT,Yes,JWS,USGS,3.06,19.3,4,-0.26,0,FAIR,-0.01,0.8,HVDB,UNSP,1,Unspecified,WADE,QSCMM,VADV,19.3,28.6,25.6,0.73,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,219,07/11/07 12:05 PM,CDT,Yes,JWS,USGS,2.92,11.6,4,-0.26,-1.7,FAIR,0,1,HVDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,11.6,29.5,23.6,0.49,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,220,08/23/07 12:12 PM,CDT,Yes,JWS,USGS,2.92,11.7,4,-0.26,-0.85,GOOD,0,1,MDDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,11.7,24.5,21.7,0.54,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,221,10/22/07 03:00 PM,CDT,Yes,JWS,USGS,2.66,2.48,4,-0.3,-0.4,POOR,0,0.5,HVDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,2.48,4,1.97,1.26,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,222,12/11/07 01:54 PM,CST,Yes,JWS,USGS,2.58,1.04,4,-0.33,2,POOR,0,0.2,HVDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,1.04,3.2,1.39,0.75,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,223,02/29/08 09:40 AM,CST,Yes,JWS,USGS,2.5,0.58,4,-0.31,-0.7,POOR,0,0.1,CLER,MEAS,1,Unspecified,WADE,QSCMM,VADV,0.58,2.6,1.18,0.49,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,224,04/09/08 01:58 PM,CDT,Yes,JWS,USGS,2.53,0.93,4,-0.29,1.1,POOR,0,0.1,MDDB,MEAS,1,Unspecified,WADE,QSCMM,VADV,0.93,2.8,1.25,0.74,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,225,05/28/08 11:44 AM,CDT,Yes,RAS,USGS,2.46,0.274,4,-0.34,1.5,POOR,0,1,HVDB,MEAS,1,Unspecified,WADE,QUNSP,,0.274,2.4,1.05,0.26,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,226,09/05/08 02:00 PM,CDT,Yes,JWS/SDG,USGS,1.55,0,5,-0.07,,UNSP,,,,UNSP,1,,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,227,10/06/08 12:00 PM,CDT,Yes,KCW/SDG,USGS,1.56,0,5,-0.07,,UNSP,,,UNSP,UNSP,1,,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,228,12/08/08 01:45 PM,CST,Yes,JWS,USGS,,0,5,,,UNSP,,,,UNSP,1,,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,229,01/29/09 12:50 PM,CST,Yes,KCW,USGS,2.34,0,5,-0.06,,EXCL,0,0.1,NFLW,UNSP,1,,UNSP,,V-EST,0,,,,FIRM,GRVL,UNEV,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,230,02/06/09 12:54 PM,CST,Yes,JWS,USGS,2.4,0.006,5,-0.07,-60,POOR,0,0.1,MAMD,UNSP,1,,OTHR,Q-EST,,0.06,,,,UNSP,UNSP,UNSP,STDY,UNSP,UNSP,UNSP,
USGS,8158810,231,04/06/09 01:03 PM,CDT,Yes,VMC/JRH,USGS,2.5,0.24,5,-0.08,-4,POOR,0,0.3,LGDB,MEAS,1,,WADE,QSCMM,VADV,0.24,2.9,0.73,0.33,FIRM,BLDR,UNEV,STDY,UNEV,UNSP,DNST,100
USGS,8158810,232,05/18/09 10:45 AM,CDT,Yes,VMC/MAY,USGS,2.53,0.053,5,-0.08,-87.7,POOR,0,0.5,,MEAS,1,,WADE,QSCMM,VADV,0.053,4,0.75,0.07,FIRM,SAND,EVEN,STDY,UNEV,UNSP,DNST,200
USGS,8158810,233,08/04/09 10:00 AM,CDT,Yes,JLM/MLL,USGS,1.58,0,5,-0.06,,EXCL,0,0.25,UNSP,UNSP,1,,WADE,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,234,09/22/09 05:42 PM,CDT,Yes,JWS/MLL,USGS,2.92,11.8,5,-0.07,0,POOR,0,0.3,UNSP,UNSP,1,,WADE,QSCMM,VADV,11.8,28.5,24.2,0.49,FIRM,BLDR,EVEN,UNSP,UNEV,UNSP,DNST,10
USGS,8158810,235,09/28/09 02:20 PM,CDT,Yes,VMC,USGS,2.57,1.49,5,-0.03,4.2,POOR,0,0.2,CLER,UNSP,1,,WADE,QSCMM,VADV,1.49,5.4,2.2,0.67,FIRM,BLDR,UNEV,STDY,UNSP,UNSP,DNST,50
USGS,8158810,236,10/02/09 05:30 PM,CDT,Yes,SDG/JWS,USGS,2.7,4.9,5,-0.01,0.8,POOR,0,0.5,UNSP,MEAS,1,,WADE,QSCMM,VADV,4.9,13.3,4.64,1.06,FIRM,LDGE,EVEN,STDY,EVEN,UNSP,DNST,150
USGS,8158810,237,10/05/09 02:00 PM,CDT,Yes,KCW,USGS,2.77,6.8,5,-0.02,-4.2,POOR,0,0.48,MDDB,MEAS,1,,WADE,QSCMM,VADV,6.8,29,18,0.38,FIRM,BLDR,UNEV,STDY,UNEV,UNSP,DNST,40
USGS,8158810,238,12/22/09 01:45 PM,CST,Yes,MDS/VMC,USGS,2.8,9.91,5,0.01,1.4,POOR,0,0.25,MALT,MEAS,1,Channel 1,WADE,QSCMM,VADV,9.91,12.5,5.84,1.69,FIRM,BLDR,EVEN,STDY,EVEN,UNSP,DNST,58
USGS,8158810,239,01/16/10 03:19 PM,CST,Yes,CSW/KCW,USGS,3.23,49.4,5,0.06,0.8,FAIR,-0.01,0.4,LGDB,MEAS,1,,WADE,QSCMM,VADV,49.4,37,31.8,1.55,FIRM,BLDR,EVEN,STDY,EVEN,UNSP,DNST,60
USGS,8158810,240,02/22/10 12:20 PM,CST,Yes,VMC,USGS,2.94,19.4,5,0.03,1.6,FAIR,0,0.3,LGDB,MEAS,1,,WADE,QSCMM,VADV,19.4,14.3,8.5,2.28,FIRM,BLDR,UNEV,PULS,UNEV,UNSP,DNST,60
USGS,8158810,241,04/21/10 10:50 AM,CDT,Yes,VMC,USGS,2.8,6.11,5,-0.07,-2.9,FAIR,0,0.5,MALT,MEAS,1,,WADE,QSCMM,VADV,6.11,11.8,5.51,1.11,FIRM,BLDR,UNEV,STDY,UNEV,UNSP,DNST,60
USGS,8158810,242,06/07/10 11:25 AM,CDT,Yes,MDS/VMC,USGS,2.64,1.33,5,-0.11,3.1,FAIR,0,0.5,LGDB,MEAS,1,,WADE,QSCMM,VADV,1.33,6.8,3.86,0.35,FIRM,BLDR,UNEV,STDY,UNEV,UNSP,DNST,80
USGS,8158810,243,08/04/10 10:55 AM,CDT,Yes,VMC/MDS,USGS,2.61,1.14,5,-0.09,-1.7,POOR,0.01,0.8,MAHV,MEAS,1,Channel 1,WADE,QSCMM,VADV,1.14,6.2,2.8,0.41,FIRM,LDGE,UNEV,STDY,EVEN,UNSP,DNST,100
USGS,8158810,244,09/07/10 10:20 PM,CDT,Yes,KEW/SDG,USGS,11.22,4470,5,-0.6,-7.6,POOR,,,,UNSP,1,,OTHR,QIDIR,,4470,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,245,09/08/10 02:10 PM,CDT,Yes,"JAM,JWS",USGS,3.68,99.3,5,0,2.4,POOR,,0.83,UNSP,UNSP,1,,WADE,QSCMM,,99.3,49.3,55.2,2.86,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,246,10/04/10 12:11 PM,CDT,Yes,VMC,USGS,2.84,5.84,5,-0.12,-1.2,FAIR,0,0.3,MDDB,MEAS,1,,WADE,QSCMM,VADV,5.84,8,4.36,1.34,FIRM,LDGE,UNEV,PULS,UNEV,UNFM,DNST,100
USGS,8158810,247,11/30/10 11:00 AM,CST,Yes,MDS/VMC,USGS,2.59,0.69,5,-0.11,0,FAIR,0,0.5,CLER,MEAS,1,,WADE,QSCMM,VADV,0.69,6.6,2.22,0.31,FIRM,BLDR,EVEN,STDY,EVEN,STND,UPST,30
USGS,8158810,248,01/18/11 12:16 PM,CST,Yes,VMC,USGS,2.7,3.03,5,-0.07,-2.9,FAIR,0,0.5,HVDB,MEAS,1,,WADE,QSCMM,VADV,3.03,9,3.52,0.86,FIRM,BLDR,UNEV,STDY,UNEV,STND,DNST,100
USGS,8158810,249,03/22/11 11:34 AM,CDT,Yes,MDS,USGS,2.55,1.19,5,-0.03,2.6,POOR,0,0.33,MAMD,MEAS,1,,WADE,QSCMM,VADV,1.19,5.5,1.54,0.77,FIRM,BLDR,EVEN,STDY,EVEN,UNSP,DNST,100
USGS,8158810,250,05/09/11 01:35 PM,CDT,Yes,MVC/MAY,USGS,2.38,0.1,5,0,11.1,POOR,0,0.15,UNSP,UNSP,1,,WADE,QSCMM,VADV,0.1,2.5,0.43,0.24,FIRM,BLDR,UNEV,STDY,UNEV,UNSP,DNST,60
USGS,8158810,251,07/05/11 11:23 AM,CDT,Yes,MDS,USGS,2.1,0,5,0,,EXCL,,0.05,,UNSP,1,,OTHR,Q-EST,V-EST,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,252,09/02/11 01:15 PM,CDT,Yes,CSW,USGS,1.56,0,5,0,,EXCL,,,,UNSP,1,,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,253,11/21/11 10:00 AM,CST,Yes,csw,USGS,1.56,0,5,-0.1,,EXCL,,,UNSP,UNSP,1,,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,254,12/05/11 01:45 PM,CST,Yes,KCW,USGS,2.97,12,5,-0.12,1.7,FAIR,-0.05,0.5,LGDB,UNSP,1,,WADE,QSCMM,VADV,12,34,24,0.5,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,255,01/11/12 12:28 PM,CST,Yes,CSW,USGS,2.67,2.4,5,-0.08,5.3,FAIR,0,0.47,UNSP,UNSP,1,,WADE,QSCMM,VADV,2.4,13.2,3.53,0.68,FIRM,CBLS,EVEN,STDY,EVEN,STND,DNST,80
USGS,8158810,256,03/02/12 11:49 AM,CST,Yes,CSWalker,USGS,2.84,12,5,0,7.1,FAIR,0,0.53,MAMD,UNSP,1,,WADE,QSCMM,,12,13.6,7.16,1.67,UNSP,CBLS,UNSP,STDY,UNEV,UNSP,DNST,80
USGS,8158810,257,05/14/12 01:26 PM,CDT,Yes,CSW,USGS,3.06,13.7,5,-0.17,-2.1,FAIR,,0.73,MAHV,UNSP,1,,WADE,QSCMM,VADV,13.7,31.2,48.2,0.28,FIRM,LDGE,EVEN,STDY,UNEV,STND,DNST,700
USGS,8158810,258,06/28/12 01:48 PM,CDT,Yes,MDS,USGS,2.57,0.69,5,-0.09,0,POOR,0,0.2,MAHV,UNSP,1,,WADE,QSCMM,VADV,0.69,2.1,0.47,1.46,FIRM,LDGE,UNEV,PULS,UNEV,UNSP,DNST,200
USGS,8158810,259,08/21/12 10:41 AM,CDT,Yes,DJS,USGS,2.38,0.056,5,-0.01,-6.7,POOR,0,0.5,MAMD,UNSP,1,,WADE,QSCMM,VADV,0.056,5.5,1.47,0.04,FIRM,CBLS,EVEN,STDY,EVEN,STND,DNST,100
USGS,8158810,260,11/09/12 11:20 AM,CST,Yes,KCW/DJS,USGS,2.36,0.02,5,-0.02,0,POOR,0,0.1,HVDB,MEAS,1,,WADE,QSCMM,VPYG,0.02,0.8,0.08,0.26,FIRM,CBLS,EVEN,UNSP,UNEV,UNKN,DNST,100
USGS,8158810,261,12/17/12 11:29 AM,CST,Yes,DJS/SDG,USGS,2.46,0.15,5,-0.06,-6.2,POOR,0,0.6,LGDB,MEAS,1,,WADE,QSCMM,VADV,0.15,3.8,0.91,0.16,FIRM,LDGE,EVEN,STDY,EVEN,UNKN,DNST,250
USGS,8158810,262,02/13/13 03:35 PM,CST,Yes,djs,USGS,2.5,0.52,5,-0.04,2,POOR,0.01,0.5,LGDB,MEAS,1,bearbelow,WADE,QSCMM,VADV,0.52,3.1,1.12,0.46,FIRM,CBLS,EVEN,STDY,EVEN,UNKN,DNST,150
USGS,8158810,263,03/05/13 10:00 AM,CST,Yes,JRHOWELL,USGS,2.46,0.28,5,-0.03,-6.7,POOR,0,1,LGDB,MEAS,1,,WADE,QSCMM,VADV,0.28,3,0.35,0.81,FIRM,GRVL,UNEV,PULS,UNEV,NSTD,UNSP,
USGS,8158810,264,04/08/13 11:55 AM,CDT,Yes,djs,USGS,2.57,0.98,5,-0.06,-2,FAIR,0,1,MAMD,MEAS,1,Bear0408,WADE,QSCMM,VADV,0.98,5.4,1.79,0.55,FIRM,LDGE,EVEN,STDY,UNEV,UNKN,DNST,60
USGS,8158810,265,05/28/13 11:18 AM,CDT,Yes,DJS,USGS,2.52,0.64,5,-0.05,8.5,POOR,0,0.5,LGDB,MEAS,1,BEAR,WADE,QSCMM,VADV,0.64,5.7,1.62,0.39,FIRM,LDGE,EVEN,STDY,UNEV,UNKN,DNST,100
USGS,8158810,266,07/22/13 12:35 PM,CDT,Yes,DJS,USGS,,0,5,,,UNSP,,,NFLW,UNSP,1,Channel 1,UNSP,,,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,267,09/17/13 01:25 PM,CDT,Yes,DJS,USGS,,0,5,,,EXCL,,,NFLW,MEAS,1,bear blw,OTHR,Q-EST,V-EST,0,,,,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,268,09/29/13 01:37 PM,CDT,Yes,KCW,USGS,3.11,25.6,5,-0.05,-2.3,FAIR,-0.01,0.33,MDDB,MEAS,1,,WADE,QSCMM,VADV,25.6,37,32.5,0.78,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,UNSP,
USGS,8158810,269,12/17/13 09:28 AM,CST,Yes,djs,USGS,2.62,6.05,5,0.07,24.5,FAIR,0,0.75,MALT,MEAS,1,bear main,WADE,QSCMM,VADV,6.05,27.6,24.9,0.24,FIRM,LDGE,UNEV,STDY,EVEN,UNKN,DNST,150
USGS,8158810,270,12/17/13 10:32 AM,CST,Yes,djs,USGS,2.62,4.94,5,0.07,1.6,GOOD,0,0.75,MALT,MEAS,1,bear main check,WADE,QSCMM,VADV,4.94,19.5,30.3,0.16,FIRM,LDGE,EVEN,STDY,EVEN,UNKN,UPST,50
USGS,8158810,271,01/07/14 02:49 PM,CST,Yes,djs,USGS,2.54,4,5,0.12,1.8,POOR,0,0.7,MDDB,MEAS,1,bear main,WADE,QSCMM,VADV,4,29.5,24.1,0.17,FIRM,LDGE,UNEV,STDY,EVEN,UNKN,DNST,200
USGS,8158810,272,03/07/14 11:37 AM,CST,Yes,djs,USGS,2.38,1.32,5,0.15,2.3,POOR,0,1,CLER,MEAS,1,Bear,WADE,QSCMM,VADV,1.32,18.8,25.2,0.05,FIRM,LDGE,EVEN,STDY,EVEN,UNKN,UPST,30
USGS,8158810,273,05/08/14 10:57 AM,CDT,Yes,djs,USGS,2.34,0.71,5,0.14,2.9,POOR,0,0.5,MALT,MEAS,1,bear,WADE,QSCMM,VPYG,0.71,11.4,1.35,0.52,FIRM,LDGE,EVEN,STDY,EVEN,UNKN,DNST,50
USGS,8158810,274,06/24/14 10:17 AM,CDT,Yes,djs,USGS,2.51,2.15,5,0.08,-5.7,POOR,0,0.75,MAMD,MEAS,1,Bear,WADE,QSCMM,VADV,2.15,12.4,7.58,0.28,FIRM,LDGE,EVEN,STDY,UNEV,UNKN,DNST,150
USGS,8158810,275,08/28/14 03:36 PM,CDT,Yes,djs,USGS,2.23,0.11,5,0.16,-8.3,POOR,0,0.5,MDDB,MEAS,1,bear,WADE,QSCMM,VPYG,0.11,1.04,0.13,0.85,FIRM,GRVL,EVEN,STDY,EVEN,UNKN,DNST,50
USGS,8158810,276,10/17/14 10:59 AM,CDT,Yes,kcw/jdw,USGS,2.44,2.22,5,0.4,-80.2,POOR,0,0.25,CLER,MEAS,1,Bear main,WADE,QSCMM,VADV,2.22,5.5,1.44,1.55,SOFT,SILT,UNEV,PULS,UNEV,NSTD,DNST,50
USGS,8158810,277,10/29/14 11:52 AM,CDT,Yes,JAM,USGS,2.08,1.25,5,0.45,-3.1,POOR,,,CLER,MEAS,1,BEAR,WADE,QSCMM,VADV,1.25,4.3,0.83,1.52,FIRM,GRVL,UNEV,PULS,UNEV,NSTD,DNST,100
USGS,8158810,278,12/05/14 01:26 PM,CST,Yes,jrh,USGS,2.79,9.8,5,0.06,-16.9,FAIR,0,0.5,CLER,MEAS,1,1826,WADE,QSCMM,VADV,9.8,15.9,13.2,0.74,FIRM,GRVL,EVEN,PULS,EVEN,NSTD,DNST,50
USGS,8158810,279,01/15/15 12:35 PM,CST,Yes,jrh,USGS,2.75,10.6,5,0.08,-0.9,FAIR,0,0.6,LGDB,MEAS,1,bbelow,WADE,QSCMM,VADV,10.6,14.2,8.93,1.18,FIRM,GRVL,EVEN,PULS,EVEN,NSTD,UPST,1
USGS,8158810,280,01/23/15 02:38 PM,CST,Yes,mds/jam,USGS,4.86,101,5,-1.15,0,FAIR,-0.01,1,HVDB,MEAS,1,MAIN,MBOT,QADCP,VADCP,101,46.4,175,0.57,SOFT,SILT,EVEN,STDY,EVEN,UNSP,DNST,600
USGS,8158810,281,01/26/15 10:55 AM,CST,Yes,jrh/jdw,USGS,3.72,38.2,5,-0.54,0.5,FAIR,0,0.5,CLER,MEAS,1,bbel,WADE,QSCMM,VADV,38.2,25.2,17.8,2.15,FIRM,CBLS,UNEV,PULS,EVEN,NSTD,DNST,25
USGS,8158810,282,02/26/15 01:22 PM,CST,Yes,jrh,USGS,3.97,6.38,5,-1.24,1.4,POOR,0,0.6,CLER,MEAS,1,beab,WADE,QSCMM,VADV,6.38,18.2,7.19,0.89,FIRM,GRVL,UNEV,PULS,UNEV,NSTD,DNST,1500
USGS,8158810,283,04/02/15 01:21 PM,CDT,Yes,jrh,USGS,4.4,10.8,5,-1.57,0.9,POOR,0,0.5,FILL,MEAS,1,bbel,WADE,QSCMM,VADV,10.8,19.6,11.9,0.91,FIRM,GRVL,UNEV,PULS,UNEV,NSTD,DNST,400
USGS,8158810,284,05/18/15 10:19 AM,CDT,Yes,jrh/btj,USGS,4.34,41.3,5,-1.12,-1.2,FAIR,0,0.5,FILL,MEAS,1,bel,WADE,QSCMM,VADV,41.3,40,19.3,2.14,FIRM,GRVL,EVEN,PULS,EVEN,NSTD,DNST,500
USGS,8158810,285,05/27/15 02:59 PM,CDT,Yes,jrh,USGS,4.74,94.5,5,-1.08,0.3,FAIR,0,0.5,LGDB,MEAS,1,bbel,WADE,QSCMM,VADV,94.5,64,47.8,1.98,FIRM,BLDR,EVEN,STDY,UNEV,UNFM,DNST,100
USGS,8158810,286,07/14/15 11:57 AM,CDT,Yes,jrh,USGS,3.03,5.82,5,-0.31,-1.5,FAIR,0,0.5,CLER,MEAS,1,bbel,WADE,QSCMM,VADV,5.82,15.5,7.27,0.8,FIRM,CBLS,EVEN,PULS,EVEN,UNKN,DNST,150
USGS,8158810,287,08/31/15 12:13 PM,CDT,Yes,jrh,USGS,2.58,0.027,5,-0.23,-12.9,POOR,0,0.1,CLER,MEAS,1,b1826,WADE,QSCMM,VADV,0.027,1.7,0.23,0.12,FIRM,CBLS,UNEV,PULS,UNEV,NSTD,DNST,100
USGS,8158810,288,10/27/15 01:45 PM,CDT,Yes,btj/jrh,USGS,2.97,3.7,5,-0.31,-5.9,FAIR,0,1,,MEAS,1,Channel 1,WADE,QSCMM,VADV,3.7,14.1,6.39,0.58,FIRM,GRVL,UNEV,STDY,EVEN,UNFM,DNST,150
USGS,8158810,289,10/30/15 06:09 PM,CDT,Yes,sdg/mds,USGS,5.26,262,5,-0.78,0.4,FAIR,0.09,0.25,CLER,MEAS,1,Main,MBOT,QADCP,VADCP,262,44.1,126,2.08,FIRM,GRVL,UNEV,PULS,EVEN,STND,UPST,30
USGS,8158810,290,01/06/16 03:57 PM,CST,Yes,jrh,USGS,3.8,19.1,5,-0.83,0,POOR,0,0.5,CLER,MEAS,1,bear18,WADE,QSCMM,VADV,19.1,22.5,15.7,1.22,FIRM,CBLS,EVEN,PULS,EVEN,NSTD,DNST,200
USGS,8158810,291,03/07/16 12:31 PM,CST,Yes,jrh,USGS,3.33,3.03,5,-0.7,-2.9,POOR,0,0.66,CLER,MEAS,1,Channel 1,UNSP,QSCMM,VPAA,3.03,21.9,9.29,0.33,FIRM,CBLS,UNEV,PULS,UNEV,NSTD,DNST,150
USGS,8158810,292,04/29/16 09:51 AM,CDT,Yes,jrh,USGS,3.86,17.4,5,-0.91,-1.7,POOR,,,FILL,MEAS,1,below,WADE,QSCMM,VADV,17.4,25,21.7,0.8,UNSP,UNSP,UNSP,UNSP,UNEV,UNSP,DNST,100
USGS,8158810,293,05/19/16 01:10 PM,CDT,No,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
USGS,8158810,294,05/19/16 01:27 PM,CDT,Yes,sdg/smc,USGS,6.83,1050,5,-0.36,1.9,POOR,-0.5,0.25,LGDB,MEAS,1,Main,BRDS,QADCP,VADCP,1050,68.2,225,4.68,FIRM,GRVL,UNEV,PULS,UNEV,STND,DNST,100
